text,label
I'm interested in seeing Remo Drive in the San Francisco area.,BuyEventTickets
3 tickets please.,BuyEventTickets
Yes that's correct.,BuyEventTickets
Thanks for that. I'd also like to visit a restaurant while I'm there.,FindRestaurants
I think Jamaican food would be good.,FindRestaurants
Where are they located?,FindRestaurants
That sounds perfect thanks. I don't need help with anything else.,FindRestaurants
I need to reserve tickets to the Celine Dion event that is near San Francisco.,BuyEventTickets
I would like to get 3 tickets.,BuyEventTickets
I would love to get something today.,BuyEventTickets
"No, I actually need it on March 13th.",BuyEventTickets
"Yep, that is fine to me. Can you let me know when it will begin and what's the place it will be at?",BuyEventTickets
"Hey, I would like to find a restaurant as well.",FindRestaurants
I think Latin American food would be a great option.,FindRestaurants
Do you have any more ideas on some other restaurants?,FindRestaurants
Give me some other restaurant choices.,FindRestaurants
"Okay, that is the one for me. That takes care of it for me.",FindRestaurants
I'd like to book some tickets to an event happening on March 9th in Oakland.,BuyEventTickets
"Yeah, the Raiders Vs Lions game.",BuyEventTickets
"I need to book 3 tickets, please.",BuyEventTickets
"Yup, that's right.",BuyEventTickets
I'd also like to find a place I can eat at around there.,FindRestaurants
I'm in the mood for some Southern food.,FindRestaurants
Anything else you can find?,FindRestaurants
Can you recommend any places that serves alcohol?,FindRestaurants
"Yeah, that sounds great.",FindRestaurants
I want to reserve 2 tickets to see Aaron Lewis on Friday next week.,BuyEventTickets
Look for something near Rohnert Park.,BuyEventTickets
"No, I just want one ticket, and I want to go on the 13th of this month.",BuyEventTickets
"No, I want to go see Billy Currington.",BuyEventTickets
"Yes, that's right. Where is the venue? What time does the event start?",BuyEventTickets
I'm also looking for a restaurant in the area that serves alcohol.,FindRestaurants
Asian Fusion sounds pretty good.,FindRestaurants
Is there live music there?,FindRestaurants
"Okay, that works for me. That's all for now.",FindRestaurants
I would like 2 tickets to The Original Wailers.,BuyEventTickets
I would like something on the 8th.,BuyEventTickets
I would like something around Berkeley.,BuyEventTickets
"Yes, that would work for me.",BuyEventTickets
Tell me the address of the venue.,BuyEventTickets
Where does the event take place and when?,BuyEventTickets
Thanks so much. Help me find a restaurant there.,FindRestaurants
I'd like some Freshwater fish food.,FindRestaurants
Tell me their phone number.,FindRestaurants
Yes that would be great.,FindRestaurants
Can you help me in reserving tickets to an event?,BuyEventTickets
Search for Thee Oh Sees on March 4th.,BuyEventTickets
I want to book 4 tickets for an event in SF.,BuyEventTickets
"Yes, That is correct. What is timing for the event?",BuyEventTickets
Can you find a restaurant there?,FindRestaurants
I prefer some African kind of food.,FindRestaurants
Can you search whether they serve liquor and how pricey they are?,FindRestaurants
Okay. That sounds good to me.,FindRestaurants
"I want to buy a ticket to an event, is there anything in Seattle, WA?",BuyEventTickets
I want to go to the Mariners vs Rangers game on the 11th of this month.,BuyEventTickets
I want 2 tickets please.,BuyEventTickets
"No, actually, I've changed my mind. Can you get me tickets to the Aaron Lewis event in Rohnert Park?",BuyEventTickets
"Yes, that's perfect.",BuyEventTickets
Thanks so much. Can you get me a restaurant there? I don't mind if it's expensive.,FindRestaurants
I'd like to eat Sushi.,FindRestaurants
Do they have live music?,FindRestaurants
How can I contact them?,FindRestaurants
"Okay, sounds great.",FindRestaurants
I would like to reseserve event tickets.,BuyEventTickets
I need something around San Francisco for the 13th of March. I would like 1 ticket.,BuyEventTickets
What about Giants Vs Nationals?,BuyEventTickets
"Yes, that is good.",BuyEventTickets
Where will this even ttake place and when does it start?,BuyEventTickets
Thank you for helping. I want to find a restaurant there. Pizza and Pasta would be excellent.,FindRestaurants
Could you suggest something else?,FindRestaurants
Could you tell me their contact number?,FindRestaurants
That should work for me.,FindRestaurants
I want to book event tickets please.,BuyEventTickets
Something in the Berkeley area?,BuyEventTickets
I want to see Nattali Rize on the 4th of this month.,BuyEventTickets
Just one please.,BuyEventTickets
Great. Where is the venue?,BuyEventTickets
"I need to find a place to eat, too.",FindRestaurants
"Something vegetarian, I think.",FindRestaurants
Sounds good to me.,FindRestaurants
I want to find a dentist.,FindProvider
In San Ramon.,FindProvider
That sounds good.,FindProvider
"Yes, please do.",BookAppointment
"The 6th of this month anything around 1 o""clock in the afternoon.",BookAppointment
That's right. What's their address? Do they offer cosmetic services?,BookAppointment
Thanks. I'd like to put this on my calendar.,AddEvent
Call it out of office at 12:45.,AddEvent
You got it.,AddEvent
Thank you so much.,AddEvent
Can you find me a dentist in Sunnyvale?,FindProvider
Okay. That sounds good to me.,FindProvider
"Yes, Book the appointment for me.",BookAppointment
Book the appointment for 13th of March.,BookAppointment
Can you check if 12:30 is available?,BookAppointment
No. Try to book on 10th of March.I a,BookAppointment
"Yes, That is correct. Can you find me the contact number and the address?",BookAppointment
Can you please add this to my calendar?,AddEvent
Put the time as 12:30 for the event.,AddEvent
Name the event as dental appointment.,AddEvent
"Yes, That is correct.",AddEvent
Thank you so much!,AddEvent
Could you help me find a dentist.,FindProvider
Can you please look in San Jose.,FindProvider
Yeah that works for me. Can you book me an appointment there on the 12th of this month at 4:30 in the evening?,BookAppointment
Yes thats correct.,BookAppointment
Yeah can you try to book it again but on the 13th of March.,BookAppointment
Yes thats right.,BookAppointment
Can you add it to my calendar for me?,AddEvent
"Yes thats correct, go ahead and call it dentist and set it for 4:30 in the evening.",AddEvent
yes thats all correct.,AddEvent
Thank you very much.,AddEvent
I need to find a dentist.,FindProvider
I need one in El Sobrante.,FindProvider
"Yes that is okay, I need to visit that dentist.",BookAppointment
Is there anything available on the the 7th of this month at 10 in the morning?,BookAppointment
"Yes that's correct, what is the number?",BookAppointment
Try March 14th in the afternoon 3:15.,BookAppointment
Yes that is correct. What is the address?,BookAppointment
Okay that is fine.,BookAppointment
Thanks. Please add the event appointment to my calendar at 2:45 pm.,AddEvent
Yes that is correct.,AddEvent
Thanks that is all I need.,AddEvent
I'm looking for a dentist that does cosmetic services.,FindProvider
They should in Livermore.,FindProvider
"Okay, I'll go with them.",FindProvider
"Yes, please book it.",BookAppointment
I want it for March 9th.,BookAppointment
2 pm would be good.,BookAppointment
"Yeah, it's correct. What's their phone number?",BookAppointment
What's their address?,BookAppointment
"Okay, thanks. I also want to add the event to the calendar. It should be called dentist. And the time for the event is 2 pm.",AddEvent
"Yes, that's everything.",AddEvent
Thanks for helping me out.,AddEvent
Can you please find me a dentist?,FindProvider
Please look in San Jose.,FindProvider
What is their contact number and where are they located?,FindProvider
"Yes, I would like that one.",FindProvider
"Yes please, for the 8th of this month.",BookAppointment
Is there anything available at 11:30 in the morning?,BookAppointment
"Yes, that is good. Do they do cosmetic services?",BookAppointment
Thank you. Can you please add this to my calendar?,AddEvent
Please call it Appointment for the title and the event is at 11:30 in the morning.,AddEvent
"Yes, that is correct.",AddEvent
Thank you for your help. That is all I need.,AddEvent
I need some dental work done. Please find me a dentist.,FindProvider
Please search in Petaluma.,FindProvider
Do they offer cosmetic services?,FindProvider
"Okay, thanks. Please find me someone in San Fran instead.",FindProvider
Great! This one works for me.,FindProvider
"Yes, please schedule it for March 4th.",BookAppointment
Is there an opening at 14:00?,BookAppointment
"Sure, that is fine with me.",BookAppointment
Please try scheduling one at afternoon 12.,BookAppointment
"Oops, sorry! I forgot that I have a prior engagement. Please make it the 13th of this month.",BookAppointment
That is correct.,BookAppointment
"Okay. To make sure I don't forget, please add the event information to my calendar: The title is dentist, time is 11:30 am and the location is 3544 Balboa Street.",AddEvent
That is correct.,AddEvent
Thank you very much. You've been very helpful.,AddEvent
I am in need of finding a dentist.,FindProvider
I am looking for a dentist in San Jose.,FindProvider
"Yes, I want to go to this one, and I want to visit the dentist.",BookAppointment
I want to make the reservation for March 8th.,BookAppointment
Is it possible to make it for half past 11 in the morning?,BookAppointment
That is what I want.,BookAppointment
Can you tell me their location?,BookAppointment
I appreciate your help. Now I want this event to be added on my calendar.,AddEvent
"The time for the event should be half past 11 in the morning, and the event title should be Appointment.",AddEvent
That is correct.,AddEvent
I am thankful for the help you provided to me.,AddEvent
Hello! Nani here! My tooth is aching like anything. Please can you find me a dentist to consult?,FindProvider
Please look in San Jose.,FindProvider
"Please can you find some other dentist in Santa Rosa, for I'm looking for one who can offer cosmetic services.",FindProvider
What's their address?,FindProvider
Can I have their phone number?,FindProvider
Thanks. Please can you book an appointment to visit this doctor.,BookAppointment
Please can you schedule an appointment on March 1st and is there any slots available at 16:45?,BookAppointment
"Yup, you're right.",BookAppointment
"Yup, sounds good to me.",BookAppointment
Thanks for your help. Please can you add this appointment to my calendar at 16:30?,AddEvent
Please save it under dental appointment.,AddEvent
"Yup, you're right.",AddEvent
Thanks much for your help.,AddEvent
I need to find a dentist.,FindProvider
I'd like a dentist in Los Altos.,FindProvider
Does she do cosmetic services?,FindProvider
Can you give me their phone number?,FindProvider
That sounds like the dentist I want.,BookAppointment
